company,job_tittle,role_family,experiance,exp_min,exp_mid,exp_max,exp_bucket,location,primary_city,metro,location_level,salary,salary_clean,salary_min,salary_mid,salary_max,salary_bucket,required_skill,has_python,has_sql,has_excel,has_power_bi,has_tableau,has_machine_learning,has_pandas,has_numpy,has_spark,has_aws,has_statistics,job_detail
accenture,technical architect,technical architect,5-10,5,7.5,10,mid (6–8),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['java', 'sailpoint', 'j2ee', 'rest', 'workday', 'cloud security', 'cyber security', 'information security', 'jdbc', 'advertising', 'active directory', 'penetration testing', 'api']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Technical Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
siemens,security engineer,security engineer,2-6,2,4.0,6,junior (3–5),pune,pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['cyber security', 'microsoft azure', 'siem', 'aws', 'digital forensics', 'security operations', 'python', 'cloud security', 'soc', 'ip', 'information security', 'plm', 'incident management', 'powershell', 'ids']",1,0,0,0,0,0,0,0,0,1,0,"['Role: Security Engineer / Analyst', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: Any Graduate', 'PG: Any Postgraduate']"
wipro,security architect,security architect,8-10,8,9.0,10,senior (9–12),hyderabad,hyderabad,hyderabad,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['cyber security', 'firewall', 'itil', 'endpoint security', 'network security', 'data security', 'information security', 'cissp', 'it audit', 'pci dss']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
wipro,security architect,security architect,8-10,8,9.0,10,senior (9–12),pune,pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['cyber security', 'change management', 'incident management', 'itil', 'endpoint security', 'network security', 'data security']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
wipro,security architect,security architect,8-10,8,9.0,10,senior (9–12),pune,pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['cyber security', 'itil', 'risk management', 'endpoint security', 'network security', 'data security', 'information security', 'cissp', 'it audit', 'pci dss']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
wipro,security architect,security architect,8-10,8,9.0,10,senior (9–12),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['cyber security', 'pki', 'itil', 'endpoint security', 'network security', 'data security', 'information security', 'cissp', 'it audit', 'pci dss']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
siemens,security engineer,security engineer,3-7,3,5.0,7,junior (3–5),pune,pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['networking', 'pki', 'nessus', 'active directory', 'protocols', 'cyber security', 'antivirus', 'ip', 'ceh', 'vulnerability management', 'siem', 'ccnp', 'patching', 'scada', 'risk analysis', 'icm', 'security testing', 'firewall', 'microsoft windows', 'ids', 'penetration testing', 'nmap', 'unix']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Engineer / Analyst', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: Any Graduate', 'PG: Any Postgraduate']"
unknown company,technical architect,technical architect,5-6,5,5.5,6,mid (6–8),india,india,india,country,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['cyber security', 'information security', 'vulnerability assessment', 'application security', 'cloud security', 'network security', 'owasp', 'ceh', 'vulnerability management', 'siem', 'cissp', 'nessus', 'penetration testing', 'pci dss', 'security operations center']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Technical Architect', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,8-13,8,10.5,13,senior (9–12),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['cyber security', 'solution development', 'presales', 'cissp', 'grc', 'risk assessment', 'cloud security', 'cism', 'nist', 'cisa', 'data privacy', 'aws']",0,0,0,0,0,0,0,0,0,1,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security testing engineer,security testing engineer,8-13,8,10.5,13,senior (9–12),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['documentation', 'application security', 'continuous integration', 'webinspect', 'cyber security', 'microsoft azure', 'vulnerability management', 'security testing', 'gcp', 'api', 'aws', 'sdlc', 'infrastructure security']",0,0,0,0,0,0,0,0,0,1,0,"['Role: Security Testing Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
balar marketing,it infrastructure services,it infrastructure services,10-20,10,15.0,20,lead (13+),noida,delhi ncr,delhi ncr,city,14-18 Lacs P.A.,14-18 lacs,14.0,16.0,18.0,15-25 LPA,"['infrastructure management', 'cyber security', 'networking', 'compliance', 'itsm', 'disaster recovery', 'vendor management', 'governance', 'itil', 'data center', 'firewall', 'cloud', 'incident management', 'virtualization']",0,0,0,0,0,0,0,0,0,0,0,"['Role: IT Infrastructure Services - Other', 'Industry Type: Electrical Equipment', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Infrastructure Services', 'UG: B.Sc in Data Science, Information System Management, Computers, Computer Science, IT, BCA in Any Specialization, B.Tech/B.E. in Any Specialization, ITI Certification in Information Technology']"
wipro,security architect,security architect,8-10,8,9.0,10,senior (9–12),mumbai,mumbai,mumbai,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['change management', 'fortigate firewall', 'incident management', 'itil', 'endpoint security', 'network security', 'cyber security', 'data security', 'firewall', 'fortinet', 'fortigate']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
wipro,security architect,security architect,8-10,8,9.0,10,senior (9–12),pune,pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['endpoint security', 'network security', 'identity access management', 'data security', 'information security']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
bajaj finance,manager information security,manager information security,3-5,3,4.0,5,junior (3–5),pune,pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['isms', 'configuring', 'information security', 'troubleshooting', 'it infrastructure', 'project management', 'endpoint security', 'bcms', 'dlp', 'mobile device management', 'auditing', 'mdm', 'information security management']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Manager Information Security', 'Industry Type: Banking', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,2-7,2,4.5,7,junior (3–5),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['event management', 'networking protocols', 'siem', 'linux', 'microsoft windows', 'python', 'cyber security', 'soc', 'microsoft azure', 'qradar', 'powershell', 'splunk', 'bash', 'aws']",1,0,0,0,0,0,0,0,0,1,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
hcltech,cyber security,cyber security,6-11,6,8.5,11,senior (9–12),gandhinagar,ahmedabad,gandhinagar,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['iam', 'grc', 'vulnerability management', 'email security', 'cyberark', 'identity access management', 'cyber security']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Cyber Security', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: Any Graduate']"
accenture,security architect,security architect,7-11,7,9.0,11,senior (9–12),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['event management', 'cloud security', 'microsoft azure', 'siem', 'project management', 'cyber security', 'network security', 'arcsight', 'soc', 'delivery leadership', 'information security', 'sme', 'vulnerability assessment', 'qradar', 'splunk', 'security operations center']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,7-11,7,9.0,11,senior (9–12),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['project management', 'delivery leadership', 'identity access management', 'cyber security', 'information security', 'sme', 'mentoring', 'vulnerability management', 'cism', 'strategic planning', 'spring', 'java', 'iam']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,3-8,3,5.5,8,mid (6–8),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['ip', 'firewall', 'rest', 'python', 'cloud security', 'network security', 'soc', 'dns', 'imperva', 'ansible', 'vpn', 'application security', 'ids', 'web application firewall']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,8-13,8,10.5,13,senior (9–12),noida,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['access management', 'microsoft azure', 'identity access management', 'security compliance', 'risk assessment', 'cloud security', 'iam']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
agiliad,it & information security,it & information security,10-15,10,12.5,15,lead (13+),pune,pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['cyber security', 'it risk management', 'iso 27001', 'iso 27001 lead auditor', 'information security', 'it security']",0,0,0,0,0,0,0,0,0,0,0,"['Role: IT & Information Security - Other', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT & Information Security - Other', 'UG: B.Tech/B.E. in Electronics/Telecommunication, Electrical and Electronics, Information Technology, Computers, Electrical', 'PG: M.Tech in Electronics/Telecommunication, Computers, Electrical, MS/M.Sc(Science) in Electronics & Embedded Technology, Computers, Electrical Engineering, Electronics, Cyber Security Engineering']"
mercedes benz,test architect,test architect,5-9,5,7.0,9,mid (6–8),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['algorithms', 'python', 'software testing', 'capl', 'data structures', 'cyber security', 'communication protocols', 'cryptography', 'git', 'devops', 'jenkins', 'agile', 'defect analysis', 'csm', 'jira', 'agile methodology']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Test Architect', 'Industry Type: Auto Components', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
kpmg assurance and consulting services llp,cyber security,cyber security,4-9,4,6.5,9,mid (6–8),"bangalore rural, bengaluru",bangalore,bangalore,city,12-22 Lacs P.A.,12-22 lacs,12.0,17.0,22.0,15-25 LPA,"['dcs', 'plc', 'scada']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Cyber Security', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: Any Graduate']"
accenture,security architect,security architect,7-11,7,9.0,11,senior (9–12),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['delivery leadership', 'siem', 'strategic planning', 'project management', 'cyber security', 'network security', 'arcsight', 'soc', 'ip', 'information security', 'vulnerability management', 'malware analysis', 'qradar', 'delivery management', 'splunk', 'ids']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,2-7,2,4.5,7,junior (3–5),pune,pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['event management', 'networking protocols', 'siem', 'linux', 'microsoft windows', 'python', 'cyber security', 'soc', 'microsoft azure', 'qradar', 'powershell', 'splunk', 'bash', 'aws']",1,0,0,0,0,0,0,0,0,1,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,7-11,7,9.0,11,senior (9–12),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['event management', 'security compliance', 'siem', 'cyber security', 'arcsight', 'soc', 'ip', 'delivery leadership', 'information security', 'client management', 'presales', 'estimation', 'qradar', 'firewall', 'ids', 'rfp']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Production/Industrial', 'PG: M.Tech in Electronics/Telecommunication']"
ibm,it & information security,it & information security,4-8,4,6.0,8,mid (6–8),faridabad,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['email security', 'microsoft azure', 'root cause analysis', 'aws', 'log analysis', 'tcp', 'cyberark', 'cyber security', 'network security', 'arcsight', 'soc', 'information security', 'siem', 'sso', 'qradar', 'splunk', 'trend analysis', 'security operations center']",0,0,0,0,0,0,0,0,0,1,0,"['Role: IT & Information Security - Other', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT & Information Security - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,security architect,security architect,7-11,7,9.0,11,senior (9–12),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['security compliance', 'compliance management', 'delivery leadership', 'project management', 'cyber security', 'information security', 'penetration testing', 'vulnerability management', 'siem', 'vulnerability assessment']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,5-10,5,7.5,10,mid (6–8),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['risk assessments', 'risk management', 'cyber security', 'presentation skills', 'strong interpersonal skills', 'project management', 'delivery leadership', 'program management', 'change management', 'strategy development', 'delivery management', 'agile', 'internet']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,7-11,7,9.0,11,senior (9–12),hyderabad,hyderabad,hyderabad,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['cyberark', 'delivery leadership', 'access management', 'project execution', 'project management', 'cyber security', 'information security', 'sme', 'vulnerability management', 'cism', 'spring', 'process management', 'java', 'application security']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,7-11,7,9.0,11,senior (9–12),pune,pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['risk assessments', 'nist', 'assessment', 'service delivery', 'risk assessment', 'project management', 'cyber security', 'delivery leadership', 'program management', 'information security', 'cism', 'spring', 'java', 'delivery management']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,7-11,7,9.0,11,senior (9–12),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['cyberark', 'access management', 'identity access management', 'identity management', 'cyber security', 'documentation', 'training', 'siem', 'nist', 'qradar', 'active directory', 'ldap', 'powershell', 'saml', 'splunk', 'troubleshooting', 'authentication']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,8-13,8,10.5,13,senior (9–12),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['event management', 'rest', 'powershell', 'security operations', 'sentinel', 'soc', 'microsoft azure', 'siem', 'data modeling', 'json', 'arm']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,2-7,2,4.5,7,junior (3–5),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['network security', 'firewall', 'cisco', 'fortigate', 'security operations', 'it security', 'cloud security', 'f5', 'servicenow', 'troubleshooting', 'web application firewall']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
a large global organization,system analyst,system analyst,5-8,5,6.5,8,mid (6–8),hyderabad,hyderabad,hyderabad,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['cloud security', 'web application security', 'cyber security']",0,0,0,0,0,0,0,0,0,0,0,"['Role: System Analyst', 'Industry Type: Medical Services / Hospital', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Infrastructure Services', 'UG: Any Graduate']"
ortseam technologies,it security,it security,5-10,5,7.5,10,mid (6–8),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['cyber security', 'it support', 'tcp', 'dns', 'dlp', 'jira', 'vpn', 'siem', 'ids', 'sccm', 'windows os', 'bigfix', 'servicenow', 'ssh', 'system support', 'linux', 'patch management', 'firewall configuration', 'remote desktop']",0,0,0,0,0,0,0,0,0,0,0,"['Role: IT Security - Other', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,security architect,security architect,7-11,7,9.0,11,senior (9–12),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['data security', 'dlp', 'data loss prevention', 'agile', 'python', 'cyber security', 'delivery leadership', 'documentation', 'siem', 'financial services', 'sql', 'tableau', 'encryption', 'devops', 'symantec']",1,1,0,0,1,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,security architect,security architect,8-13,8,10.5,13,senior (9–12),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['event management', 'cloud security', 'siem', 'pci', 'security compliance', 'network security', 'dss', 'hipaa', 'threat management', 'pci dss']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
syneos health,security auditor,security auditor,5-10,5,7.5,10,mid (6–8),hybrid,hybrid,hybrid,mode,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['career development', 'automation', 'compliance', 'external audit', 'information security', 'risk assessment', 'http', 'risk management', 'recruitment', 'risk mitigation']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Auditor', 'Industry Type: Biotechnology', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: Any Graduate', 'PG: Any Postgraduate']"
unknown company,it & information security,it & information security,9-10,9,9.5,10,senior (9–12),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['sap', 'risk management', 'lsmw', 'ecc', 'system audit', 'bi', 'sap security', 'catt', 'ui', 'saas', 'sap application', 'sap r3', 'troubleshooting', 'bobj', 'sap hana']",0,0,0,0,0,0,0,0,0,0,0,"['Role: IT & Information Security - Other', 'Industry Type: Recruitment / Staffing', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT & Information Security - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,security architect,security architect,5-10,5,7.5,10,mid (6–8),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['dlp', 'data loss prevention', 'troubleshooting', 'cloud security', 'data security', 'information security', 'servicenow', 'security+']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
nordex india,application security engineer,application security engineer,3-6,3,4.5,6,junior (3–5),chennai,chennai,chennai,city,10-14 Lacs P.A.,10-14 lacs,10.0,12.0,14.0,10-15 LPA,"['linux', 'python', 'firewall']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Application Security Engineer', 'Industry Type: Power (Wind)', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: B.Tech/B.E. in Computer Science Engineering, Computer Science, Computer Engineering, Cyber Security, Computers']"
luxoft,it & information security,it & information security,2-6,2,4.0,6,junior (3–5),pune,pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['information security', 'power bi', 'sharepoint', 'risk control', 'stakeholder management', 'risk management', 'risk assessment', 'visualforce', 'css', 'cyber security', 'triggers', 'salesforce', 'data loader', 'java', 'html', 'penetration testing']",0,0,0,1,0,0,0,0,0,0,0,"['Role: IT & Information Security - Other', 'Industry Type: Legal', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT & Information Security - Other', 'UG: Any Graduate', 'PG: Any Postgraduate']"
ibm,security architect,security architect,3-8,3,5.5,8,mid (6–8),faridabad,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['risk management', 'microsoft azure', 'paas', 'iaas', 'aws', 'continuous integration', 'software development', 'cloud security', 'hipaa', 'information security', 'access management', 'cissp', 'nist', 'iam', 'gcp', 'saas', 'devops', 'pci dss']",0,0,0,0,0,0,0,0,0,1,0,"['Role: Security Architect / Consultant', 'Industry Type: IT Services & Consulting', 'Department: IT & Information Security', 'Employment Type: Full Time, Permanent', 'Role Category: IT Security', 'UG: Any Graduate', 'PG: Any Postgraduate']"
ge vernova,site reliability engineer,site reliability engineer,5-8,5,6.5,8,mid (6–8),hyderabad,hyderabad,hyderabad,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['microsoft azure', 'aws', 'container', 'redis', 'ansible', 'docker', 'microservices', 'java', 'git', 'devops', 'linux', 'jenkins', 'shell scripting', 'mongodb', 'python', 'nginx', 'puppet', 'bash', 'agile']",1,0,0,0,0,0,0,0,0,1,0,"['Role: Site Reliability Engineer', 'Industry Type: Industrial Equipment / Machinery', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: DevOps', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
